NAM 1 Hum BME280,NAM 1 Hum SHT30,NAM 2 Hum BME280,NAM 2 Hum SHT30,NAM 1 Temp BME280,NAM 1 Temp SHT30,NAM 2 Temp BME280,NAM 2 Temp SHT30,Luftdaten 1 PM10,Luftdaten 2 PM10,NAM 1 PM10,NAM 2 PM10,Luftdaten 1 PM2.5,Luftdaten 2 PM2.5,NAM 1 PM2.5,NAM 2 PM2.5,Reference 1 PM10,Reference 2 PM10,Reference 3 PM10,Reference 1 PM2.5,Reference 2 PM2.5,Reference 3 PM2.5
69.92,57.61,71.51,63.14,2.14,5.57,2.24,6.31,2.5,2.53,3.44,2.96,1.45,0.59,1.22,0.94,6.7,2.3,2.4,6.5,0.6,2
72.84,59.88,74.52,64.82,2.02,5.67,2.16,6.26,4.1,3.24,4.22,5.36,2.58,1.07,1.8,1.53,9.3,3,3.9,8.9,1.2,3.3
74.91,58.36,76.7,66.43,2.07,6.2,2.1,6.23,5.35,4.57,5.76,5.45,3.19,1.55,2.38,1.99,10.4,5.2,6.2,9.5,3.3,5.3
74.65,58.32,76.94,64.93,2.51,6.06,2.25,6.91,6.26,4.42,6.8,7.89,3.84,1.64,3.07,2.71,12.8,7.9,6.6,11,5.7,5.7
73.32,58.42,74.38,61.57,2.79,6.33,2.98,7.31,7.05,6.33,6.69,8.16,4.08,2,3.17,2.83,14.3,6.5,6.9,11.8,4.3,6
71.67,57.52,65.52,60.16,3.23,6.25,5.2,6.52,8.36,6.96,7.4,8.13,5.44,2.54,3.74,3.5,18.8,6.1,6.9,11.6,4,6.1
68.54,58.84,61.96,58.64,3.74,5.36,5.45,7.45,5.07,3.43,5.51,6.16,2.96,1.19,2.56,2.05,18.7,6.5,7.3,9.9,3.9,5.8
64.59,57.93,58.67,57.74,3.99,5.35,5.96,7.15,4.79,3.67,4.73,6.02,2.56,1.21,2.16,2.07,19.5,6.3,6.7,10.8,3.8,5.4
64.31,59.61,61.93,61.84,4.67,5.33,5.03,6.67,7,6.76,7.21,7.95,4.04,2.26,3.64,2.98,21.6,7.3,9.5,13.4,5,7.9
65.58,59.69,65.63,62,4.61,6.21,4.54,7.61,9.18,9.2,9.28,10.37,5.8,3.22,4.89,4,24.3,13,13.4,15.2,9.9,11
67.8,57.44,68.83,64.78,3.51,6.63,3.59,7.05,10.52,9.92,10.68,12.25,6.23,3.35,5.17,4.67,21.7,15.5,12.5,15.5,12.5,10.1
71.06,58.36,72.09,65.47,2.36,6.47,2.76,8.21,,13.22,14.16,18.38,,4.79,7.61,7,24.6,21.7,21.5,20.4,18.1,17.7
76.01,59.72,76.24,64.31,1.89,6.79,2.46,7.8,,19.36,23.41,27.6,,7.46,12.8,11.19,31.5,26.5,25.5,27.9,22,22.8
77.26,58.74,76.77,62.58,1.61,6.57,2.14,7.31,,19.01,23.59,24.88,,6.8,11.9,9.39,29.1,26.6,22.6,26,23.2,20.6
76.64,58.14,75.78,62.4,1.26,5.79,1.73,6.32,,19.26,24.41,24.3,,7.36,12.09,9.27,29.6,22.7,19.2,26.6,19.6,17.1
76.64,58.72,76.16,63.26,0.84,5.41,1.26,5.84,,22.04,26.72,25.96,,7.89,12.94,9.71,32.5,23.7,21.6,28.7,20.3,19.5
77,58.12,77.23,64.8,0.45,5.47,0.73,5.79,,22.97,28.53,35.45,,8.84,14.2,13.09,32.9,26.7,24.7,29.4,23.4,22.2
78.2,58.75,78.95,65.98,0.12,5.35,0.35,5.85,,26.13,30.1,36.72,,9.46,14.76,13.72,32.5,28.3,26.3,30,24.9,23.6
79.15,58.22,80.86,66.79,-0.1,5.26,0.01,5.53,42.74,27.91,34.57,43.13,25.47,10.64,16.75,16.25,34.4,37.6,28.2,31.8,33.9,25.6
80.52,58.77,82.63,68.6,-0.51,5.33,-0.42,5.06,49.73,30.98,38.16,53.27,30.28,12.38,18.96,20.71,36.2,33.6,30.5,34,30,28
82.89,59.01,84.32,67.66,-0.4,5.13,-0.4,4.61,55.28,33.63,40.56,52.76,32.26,12.73,19.8,19.54,36.4,39.3,32.2,35.1,35.7,29.9
82.75,60.32,84.08,67.35,0.62,5.62,0.53,5.68,,33.24,41.47,55.69,,13.71,20.86,21.68,33.1,37.8,29.2,32.6,33.9,27.2
81.87,58.66,83.52,66.31,1.14,6.42,0.9,5.75,,29.76,39.78,49.68,,11.31,20.81,19.05,28.7,27.3,26.3,28.3,24.9,24.9
81.49,57.63,83.56,65.94,1.42,6.67,1.15,6.24,48.3,31.22,38.41,51.36,25.65,12.04,21.12,20.07,29,23,22.2,28.6,20.8,21.5
80.88,58.57,83.35,65.89,1.7,6.54,1.38,6.75,51.82,34.19,42.44,56.63,26.05,13.12,22.39,21.49,28.7,21.8,21.1,28.1,19.9,20.4
80.69,58.75,83.13,64.75,1.84,7.07,1.53,6.76,53.97,33.07,45.96,58.05,27.42,12.96,24.08,22.38,29.1,24.5,23.7,28.2,22,22.5
78.59,58.22,80.38,63.14,1.85,6.01,1.58,6.62,43.51,30.32,37.27,46.99,23.2,12.03,21,19.59,28.8,24.7,21.3,27.1,22.5,20.3
76.98,58.29,78.25,61.19,1.57,5.51,1.38,5.98,38.54,26.71,33.63,40.78,20.35,10.67,18.94,17.27,31.1,22,18.4,28,20.1,17.6
77.77,58.8,79.12,61.86,1.49,6.15,1.34,6.15,33.71,24.8,28.61,35.28,18.35,9.76,15.9,14.31,25.3,20.5,17.2,23.3,18.7,16.2
78.1,59.51,79.41,61.09,1.55,5.84,1.51,6.53,30.72,22.42,26.77,32.86,16.31,8.6,14.37,13.33,25.2,19.1,16.6,22.3,17.1,15.8
77.79,58.24,79.67,61.25,2.16,6.53,1.82,6.7,31.91,24.92,28.95,34.71,16.78,8.99,15.41,13.4,27,19.7,18.7,24.3,17,16.7
76.61,57.2,78.93,60.66,2.74,6.65,2.25,6.94,32.85,26.53,30.26,36.15,17.73,10.25,16.55,14.44,32.3,23.7,21.9,27.8,19.4,19.4
75.39,59.07,77.84,61.6,3.06,6.67,2.49,6.56,37.08,29.74,36.24,43.9,20.26,11.73,19.82,17.19,35.5,29.8,24.8,30.1,25.2,22.3
74.79,56.42,77.8,60.76,3.32,6.9,2.68,6.98,,34.4,39.38,46.04,,13.29,21.9,18.89,39.4,35.8,27.7,32.5,32.3,24.7
75.09,58.49,78.17,59.69,2.9,6.98,2.44,7.29,,37.51,43.39,52.12,,15.09,23.24,20.93,37.8,45.7,31.2,32.9,42,27.6
76.55,57.37,80.01,61.96,1.98,7.12,1.52,7.34,,46.16,53.26,65.91,,18.12,27.92,25.91,43.7,61.5,32.2,37.6,57.5,29.2
78.85,59.07,82.41,60.07,2.01,6.92,1.53,6.97,,58.86,62.51,76.96,,22.94,33.3,31.46,52.2,87.4,35.2,42.9,82.2,32.7
81.08,59.05,83.34,61.08,2.15,7.52,1.85,8,88.26,61.55,68.66,82.39,48.02,25.06,37.36,34.12,44.2,77.6,35.6,41.1,73.4,33.3
80.55,58.73,82.97,63.44,2.49,7.25,2.31,7.34,,41.16,47.77,57.86,,16.52,26.38,23.26,44.8,69.2,34.2,41,65.4,31.5
80.4,59.49,82.22,61.6,2.56,7.43,2.38,7.42,58.52,40.55,47.31,57.36,33.05,16.95,26.92,23.35,43.1,58.9,42,40.1,55.3,37.5
80.02,59.23,82.16,61.25,2.68,7.18,2.46,7.71,54.87,42.66,50.07,59.96,32.4,17.87,28.73,24.87,42.8,55.8,37.8,40.8,52.6,35.8
79.06,59.09,80.84,60.73,2.85,7.31,2.62,7.62,,38.25,45.99,53.43,,15.95,26.63,22.09,42.4,51.7,36.5,40.2,49.2,34.6
77.12,60.1,78.6,60.5,2.79,6.56,2.59,6.6,44.82,37.3,44.59,49.6,27.17,15.52,25.15,21.19,40.5,51.5,35.5,38.1,49.2,33.9
75.83,59.09,77.23,60.77,2.78,6.42,2.6,6.92,,34.75,40.96,47.17,,14.25,22.94,19.58,36.2,54.8,31.9,35.3,52.9,30.3
74.11,57.52,75.38,60.54,2.77,6.51,2.53,5.81,38.07,30.83,35.87,40.9,23.04,12.63,20.16,16.91,33.3,51.5,30,32.5,49.9,27
72.19,58.71,73.27,59.58,2.52,5.32,2.31,5.77,,27.79,32.32,36.72,,11.38,17.95,14.83,28.6,34.1,28.2,28.3,32.1,26.2
71.32,58.15,72.54,59.91,2.27,5.32,2.05,5.23,,25.17,29.05,34,,10.38,16.49,13.96,29.8,33.1,25.2,29,31.4,23.7
70.39,57.63,71.85,59.38,2.21,5.32,2,5.22,,24.26,26.61,29.75,,9.31,14.44,11.89,29.3,29.6,22.6,27.9,27.6,21.3
68.01,56.78,70.4,58.16,2.39,5.33,2.16,5.23,,22.89,23.68,27.24,,8.6,12.9,11.12,33.6,31.6,23.3,27.1,29.2,20.1
67.88,55.59,69.06,57.87,2.33,5.31,2.19,5.24,,23.43,24.6,26.41,,9.11,13.29,10.81,40.1,31.6,22.6,28.4,28.4,20.1
68.36,55.32,69.54,57.29,2.4,5.32,2.22,5.26,,25.03,28.15,30.77,,10.13,14.78,12.49,46.8,35.8,27.6,31.3,30.5,22.9
68,55.88,68.89,58.36,2.64,5.34,2.36,5.22,,27.9,32.18,34.96,,11.05,17.15,13.81,47.9,37,32.3,33.7,31.4,26.3
65.88,55.32,67.69,57.42,3.17,5.38,2.53,5.26,,31.42,36.62,37.89,,12.67,19.97,15.98,64.9,39.9,34.1,39.6,31.8,27.5
63.08,55.46,64.49,56.3,3.43,5.36,3.08,5.28,,37.38,42.92,47,,14.97,23.87,19.19,64.6,43.9,35,43.4,32.7,29.3
62.18,55.85,63.47,56.76,3.79,5.36,3.56,5.31,43.65,39.91,45.75,49.83,25.91,16.23,25.47,21.03,65.7,41.2,37.2,47.9,33.4,30.4
62.69,57.2,64.06,57.99,3.93,5.36,3.79,5.31,43.76,38.13,44.32,50.35,26.58,15.9,24.93,21.47,64.1,37.7,35.4,45,31.4,30.4
64.13,59.09,65.35,59.79,4.07,5.37,4,5.87,45.9,37.53,45.15,47.27,26.75,15.79,24.74,20.15,64.4,35.6,34.6,42.5,29.6,30.3
64.67,59.73,65.84,59.26,4.03,5.36,4.08,5.35,38.06,34.58,37.93,43.34,22.43,14.2,21.02,18.78,51.8,37.8,35.6,36.2,31,30.5
66.71,59.26,67.58,61.02,3.9,6.51,3.93,6.2,35.86,27.4,34.77,38.34,21.68,11.63,19.31,16.62,49,31.7,29.8,33.8,26.9,25.3
70.32,57.94,71.16,60.56,3.86,7.16,3.9,6.87,38.44,28.45,34.94,40.27,23.31,12.15,20.44,17.97,40.3,32.1,27.7,35.6,27.8,25.1
76.25,61.32,79.53,63.51,3.61,7.9,3.33,8.16,33.74,22.03,25.61,28.83,22.03,10.02,16.97,14.2,27.7,28.2,23,27.3,25.7,22.2
81,61.32,84.66,64.56,3.01,7.96,2.74,7.63,31.68,19.02,20.17,25.26,20.08,8.32,13.47,12.36,24.4,23.9,19.4,24,22.4,18.7
79.93,61.07,83.52,62.28,3.4,7.82,3.1,8.37,26.41,15.44,18.45,22.11,16.81,6.83,11.95,11.39,22.4,18.4,19.7,22.3,17,19
80.09,60.96,83.41,62.28,3.57,7.74,3.23,8.26,28.09,18.01,19.37,23.67,18.17,7.99,13.19,12.64,24.2,20.9,19.9,24,19.4,19.5
80.77,60.4,83.23,63.52,3.56,7.98,3.32,8.15,29.23,18.87,20.5,26.89,19.24,8.78,13.96,14.06,26,23.3,20.9,25.8,22,20.4
80.49,60.66,83.46,61.33,3.61,8.33,3.32,9.3,31.66,20.79,20.64,26.05,20.03,9.66,14.41,14.14,26.7,24.5,22.2,26.6,23.2,21.4
81.06,61.9,83.63,61.98,3.49,7.82,3.22,8.41,31.59,19.7,20.92,26.73,20.35,9.03,14.48,14.85,26.5,21.6,20.4,26.5,20.3,20
80.85,61.45,83.01,61.95,3.48,7.77,3.26,7.83,28,17.03,18.66,23.91,18.51,8.34,13.17,13.97,24.1,19.1,19,24,17.7,18.7
80.28,61.78,81.67,62.98,3.17,7.13,3.14,7.86,24.19,15.26,17.36,21.54,15.83,6.99,12.19,12.31,22.6,22.1,17.1,22.4,20.8,16.7
80.01,61.67,81.05,61.92,2.87,7.21,2.85,7.25,23.37,16.42,16.75,21.49,15.09,7.37,11.45,11.79,20.6,18.9,15.6,20.6,17.6,15.1
78.77,60.07,80.34,60.82,2.6,7.07,2.49,7.07,15.76,12.96,11.4,15.01,9.97,5.27,7.61,8.06,16.1,14.1,10.7,16.1,12.7,10.4
81.27,61.28,81.76,62.8,1.84,6.62,1.8,6.71,18,12,11.22,14.27,11.48,5.2,7.75,8.18,19,10.3,13,19,8.8,12.5
82.68,60.17,83.21,61.34,1.4,6.73,1.31,7.01,29.09,17.83,18.21,25.97,17.76,8.14,12.32,13.45,22.6,19.6,16.2,22.4,18.1,15.8
82.53,59.3,83.43,61.35,1.15,6.38,1.1,6.31,30.73,18.92,19.46,26.7,18.72,8.17,12.96,14.04,23.3,23.4,16.6,23.1,21.8,16.1
80.85,58.17,82.12,61.25,1.3,6.61,1.18,6.1,34.24,25.96,24.63,34.93,20.58,11.33,16.08,16.86,25.9,22.6,18.6,25.6,20.7,17.2
79.38,58.34,80.92,58.98,1.43,5.83,1.43,6.22,30.91,24.93,23.73,30.46,18.73,10.82,14.99,14.77,25.4,29.4,19,24.6,26.9,17.5
78.07,57.03,78.57,60.39,1.87,6.01,2.03,5.93,27.79,24.65,20.55,24.15,17.57,10.42,13.67,12.41,25.4,28.8,19.8,24.4,26.1,18.7
76.92,57.14,74.75,56.75,2.23,6.48,3.39,5.76,26.58,18.95,20.09,23.09,17.35,9.15,13.41,12.72,26.3,22.4,21.5,24.9,19.7,20.1
74.65,58.53,67.17,58.65,2.83,5.86,5.23,6.46,24.62,19.18,19.87,23.08,15.88,9.41,13.46,13.19,27.7,20.2,19.5,25.4,17.8,17.7
73.61,57.73,63.87,54.79,2.78,5.72,5.75,7.61,20.41,16.22,17.95,21.25,12.71,7.61,10.99,11.72,29.2,18.9,18.9,24,15.2,16.1
72.46,57.82,60.98,58,3.03,5.97,5.81,6.56,19.33,16.71,17.8,19.63,12.34,7.28,10.39,9.98,27.6,16.6,25.2,22.2,12.7,19
72.06,57.87,65.99,59.13,2.93,6.03,3.94,6.12,16.67,14.26,14.99,16,10.77,5.69,8.62,7.29,26.9,18.4,17.2,20.2,13.5,14
74.77,57.75,72.56,61.36,2.15,6.49,2.54,6.62,19.44,16,16.78,18.32,12.21,6.44,9.68,8.06,21.4,18.2,16.9,19.7,13.5,14.4
77.16,57.5,75.93,61.08,1.35,6.65,1.81,6.2,27.67,20.1,21.58,24.17,17.88,8.24,12.39,10.09,27.9,36.4,21.3,24.7,26.6,18.2
79.46,58.83,79.74,61.54,1.06,6.35,1.24,6.07,36.7,24.76,28.67,34.45,23.32,10.17,16.02,14.08,32.1,40.2,23.3,29.5,35.3,20.5
81.39,58.77,80.83,62.99,0.49,5.96,0.85,5.07,43.59,28.6,34.31,34.47,26.79,12.5,18.46,13.84,32.7,39.1,30.6,31.2,35.6,28.2
82.03,58.89,81.59,63.61,0.07,5.55,0.29,4.61,49.9,,41.34,45.18,27.42,,20.91,16.77,32.5,41.2,28.9,31.4,38.3,27.4
83.31,60.18,83.06,64.96,-0.21,5.08,-0.16,3.75,58.79,,49.59,54.12,31.35,,24.9,20.3,36.1,33,30.3,35.2,31.5,29.3
83.09,59.09,83.22,65.85,-0.41,5.16,-0.37,3.44,72.33,,57.18,65.18,35.89,,29.47,25.15,34.8,34.3,31.6,34.1,32.9,30.8
82.12,59.21,82.44,64.32,-0.09,5.12,-0.06,4.59,57.79,,48.29,55.06,30.23,,26.03,21.76,33.1,30.1,28.2,32.6,28.7,27.4
81.96,58.82,83,64.13,0.03,5.22,-0.06,4.28,66.93,,54.69,52.58,34.45,,29.65,20.3,36.6,34.3,32.2,36.2,32.9,31.3
81.52,58.21,82.95,64.65,-0.04,5.31,-0.16,3.96,61.54,,49.32,51.43,32.72,,27.11,19.65,35.2,35.1,31.6,35,33.8,29.5
80.47,57.91,81.06,63.97,0.2,5.24,0.21,4.26,39.48,,32.73,31.87,22.99,,18.42,12.9,29.2,30.8,26.3,28.7,29.2,22.9
77.69,57.72,77.2,61.74,0.87,5.25,0.88,4.66,31.7,,27.19,26.94,19.1,,16.11,10.82,25.4,27.2,24.3,25.1,25.1,21.9
75,57.72,74,59.65,1.35,5.26,1.42,5.11,25.22,,23.54,20.83,15.55,,13.69,8.51,22.8,23.5,20.6,22.4,21.6,19
74.36,58.53,73.86,60.67,1.85,5.31,1.87,5.16,21.84,,19.88,17.84,13.5,,11.69,7.55,21.5,21.7,18.2,21.1,19.9,17.2
79.37,60.4,81.38,64.6,1.9,6.72,1.81,5.76,24.11,,20.53,22.04,15.23,,11.86,9.66,21.1,19.6,17.2,20.9,17.8,16.5
80.95,59.98,82.76,65.26,2.31,7.05,2.19,6.25,26.48,,21.06,23.44,16.57,,12.85,10.56,23.7,22,17.8,23.3,20.1,17
81.09,61.07,82.22,65.04,2.66,7.21,2.64,6.7,33.37,,26.61,30.5,20.22,,15.92,13.29,26,21,19.7,25.6,19,19
82.14,61.81,82.98,65.5,3.07,7.94,3.14,7.19,40.07,27.82,32.1,35.8,23.22,11.49,18.71,14.91,27.7,25.1,22.3,27.5,23,21.3
82.65,61.73,83.32,64.95,3.78,8.54,3.8,8.14,50.99,36.15,41.63,49.97,28.12,14.83,23.86,21.28,32.3,26.6,24.7,31.5,23.9,23.2
84.02,62.65,83.64,65.07,3.95,8.9,4.16,8.51,57.17,38.2,44.87,55.48,30.66,16.25,24.67,24.78,34.8,28.7,26.7,34.4,26.2,24.8
85.12,60.96,84.83,66.94,4.17,9.73,4.35,8.42,60.22,39.5,44.83,55.63,32.06,16.55,24.67,23.78,36.2,28.2,29.4,35.7,26,26.1
84.85,62.76,84.88,65.93,4.5,9.45,4.66,9.15,60.71,42.1,45.21,54.19,33.69,17.79,25.82,24.63,37,30.1,31.7,36.3,27.2,27.1
87.04,61.88,87.36,67.96,4.56,10.14,4.56,8.74,65.61,43.46,44.63,58.33,36.38,18.4,26.15,25.97,35.9,29.7,30.8,35.4,27,27.1
87.61,62.53,89.14,72.2,4.49,10.06,4.4,7.63,68.29,41.64,43.39,55.93,38.48,18.14,26.16,24.63,35.3,29.7,28.1,35.1,27.2,26.4
86.6,62.94,89.03,72.71,4.72,9.8,4.51,7.98,69.1,44.93,45.67,62.48,37.95,19.24,27.25,27.6,37.3,30.1,29.4,37,27.6,27.3
85.98,61.78,88.56,71.25,4.9,10.32,4.66,8.5,75.32,52.05,51.35,73.03,42.42,23.32,30.19,32.43,37.5,31.7,30.3,37.2,29,28.2
85.39,61.49,87.62,68.52,5.08,10.3,4.92,9.51,71.62,49.31,49.75,64.73,39.55,21.33,29.12,29.32,41,34.5,30,40.7,31.6,28
83.14,61.8,85.2,67.16,5.31,10.04,5.17,9.24,59.77,43.94,46.5,60.3,34.71,19.16,26.61,26.37,41.3,34.9,26.4,40.9,31.8,24.5
79.84,60.37,80.99,66.78,5.63,9.7,5.46,8.62,43.28,34.93,37.41,44.24,25.17,14.29,21.42,19.11,33.1,31.1,23.7,32.8,28.7,22.6
77.83,59.78,78.29,64.49,4.95,8.83,4.93,8.54,38.19,28.45,33.71,38.57,22.96,11.99,19.75,16.08,30.5,36.3,24.2,30.1,33.6,22.8
77.01,59.01,77.19,62.36,4.02,7.76,4.04,7.92,37.91,27.73,33.42,36.31,23.13,11.74,19.39,15.63,31.9,32.2,25.7,31.4,29.9,24.3
76.78,58.71,77.27,61.84,3.17,7.37,3.14,7.13,38.43,29.4,34.61,38.3,23.16,11.9,20.07,16.54,30.7,34.3,28.6,30.2,32.2,27
76.92,58.14,78.07,61.72,2.33,6.66,2.18,6.18,43.49,31.94,38.91,43.92,26.19,13.28,22.17,18.41,32.4,36.3,29.2,31.6,34.1,27.2
76.73,57.14,77.79,61.41,1.62,6.19,1.47,5.65,42.54,31.03,39.12,43.27,25.76,12.51,21.83,17.21,33.2,34.2,29.7,32.7,32,28.1
75.82,57.18,76.76,60.2,1.16,5.32,0.97,5.18,39.91,28.69,37.6,41.06,23.75,11.63,20.92,16.25,34.2,32,26.9,33.6,29.9,25.9
72.74,54.38,73.24,57.87,0.9,5.31,0.71,4.81,31.88,24.94,30.34,33.22,18.74,9.53,16.51,13.39,32,27.2,22.7,31.6,25.2,21.8
68.89,52.21,68.44,56.32,0.78,5.29,0.69,3.89,25.95,18.64,25.28,26.02,15.37,7.27,13.94,10.33,27.7,23.1,21.3,26.6,21.4,20.5
68.74,50.54,68.14,56.39,0.66,5.25,0.55,3.68,28.39,21.54,29.11,30.24,16.99,8.5,15.48,11.4,28.9,24.9,24.7,26.6,23.1,23.4
68.99,50.42,68.67,55.74,0.49,5.24,0.46,4.41,39.96,28.78,38.98,42.47,22.38,11.22,20.16,15.74,38.2,37.4,30.3,31.4,35.1,28.5
69.08,50.19,68.88,53.72,0.47,5.21,0.47,5.02,43.58,36.18,44.76,48.82,24.41,13.78,22.69,17.78,50.8,38.8,33,38.2,36.2,30.1
68.95,50.09,68.53,53.17,0.39,5.2,0.5,4.9,47.32,38.26,48.1,50.53,26.13,14.26,24.31,18.33,54.3,41.3,37.2,40.5,37.6,33.4
68.09,50,66.93,52.54,0.89,5.23,1.02,5.11,53.75,39.49,53.72,54.3,29.76,15.25,27.22,19.41,53.6,44,41.4,42.1,39.3,35.8
65.22,50.31,60.22,51.45,1.68,5.26,3.03,5.3,51.81,45.37,50.92,54.77,29.13,17.64,26.71,21.45,76.7,42.5,39.8,44.9,38.5,33.9
61.47,50.27,50.35,47.9,2.79,5.33,5.7,6.55,43.92,37.46,44.6,52.3,24.99,15.57,23.57,21.89,77.7,35.7,33.4,42.8,32,28.5
54.29,48.91,44.73,44.54,3.73,5.36,6.64,6.89,33.97,27.8,34.83,38.66,19.84,11.63,19.15,16.65,68.3,30.3,28.3,37.9,25.2,23.7
52.92,49,43.7,43.76,4.24,5.36,6.96,7.15,32,29.29,33.74,37.56,18.91,11.28,18.58,15.79,63.9,26.9,26.9,37,22.2,22.6
52.39,48.95,44.75,45.84,4.41,5.37,6.59,6.39,30.79,28.6,31.59,36.45,18.15,11.41,17.55,15.78,67.9,26.3,27.2,34.8,21.5,22.4
53.19,49.18,49.38,49.62,4.39,5.35,5,5.28,29.38,25.83,30.74,34.07,17.21,10.38,17.15,13.47,48.3,30.1,32,31.2,23.7,22.7
55.71,49.71,54.41,50.88,3.39,5.31,3.61,5.23,34.55,28.57,35.47,35.39,19.13,10.56,18.33,13.81,45.6,39.9,35.3,32,26.6,28
57.95,49.79,57.29,51.24,2.64,5.3,2.85,5.2,38.98,30.04,39.8,39.42,21.9,11.77,20.17,15.15,52,53.4,35.3,37.6,38.3,27.6
60.14,50.44,59.88,51.86,2.17,5.27,2.39,5.18,44.21,34.35,42.77,39.01,24.37,12.59,22.48,14.77,54.1,56.7,40.5,40.6,43.8,32.4
62.5,50.97,62.75,52.85,1.65,5.25,1.79,5.14,49.05,37.76,47.91,49.8,27.07,14.15,24.82,18.51,67.5,51.8,43,44.7,42.7,36.6
65.43,51.78,66.47,53.7,1.1,5.25,1.1,5.04,53.44,38.16,52.98,57.05,28.71,14.72,26.55,20.5,64.2,57.4,39.6,45.4,49.5,34.9
68.48,53.18,70.35,56.76,0.78,5.23,0.75,4.52,56.27,36.84,54.18,57,28.67,13.88,26.54,19.69,55.7,55,36.7,44.4,48,33.3
70.75,54.1,73.17,58.83,0.34,5.22,0.35,4.02,63.33,41.37,59.8,56.01,31.82,15.13,28.99,19.53,44.8,48,37.5,40.7,43.3,34.2
72.64,54.11,74.9,59.35,0.1,5.19,0.01,4.1,67.06,41.02,60.94,67.13,32.76,15.27,28.86,23.05,43.9,46.9,35.3,40.7,43.5,33.5
73.38,54.34,75.99,59.79,-0.1,5.17,-0.23,3.79,70.75,42.13,64.26,67.64,34.39,15.21,30.82,22.84,43.8,44.6,35.6,41.6,42.1,34.1
75.31,54.02,77.83,61.83,-0.49,5.17,-0.65,3.21,76.34,40.49,67.8,65.34,36.02,14.74,31.45,21.73,42.8,42.6,35.5,41.8,40.9,34.3
76.57,53.83,79.12,63.13,-0.72,5.19,-0.86,2.9,81.04,38.2,68.6,68.81,37.38,13.62,31.25,22.54,42.4,42.2,35.2,41.7,40.5,33.9
76.56,53.94,79.89,62.34,-0.84,5.21,-1.08,3.21,80.18,40.99,67.49,70.57,36.75,14.31,31.44,22.51,41.2,41.6,33.1,40.7,40.2,32.4
76.85,54.22,80.91,61.97,-1.11,5.17,-1.42,3.2,79.37,46.65,65.1,74.71,35.99,16.42,29.38,23.96,39.1,37.6,31.4,38.7,36.4,30.8
78.13,54.13,81.89,62.3,-1.38,5.16,-1.58,2.96,81.4,42.02,63.19,66.63,35.33,14.15,28.17,20.61,36.8,33.2,30.4,36.2,31.8,30
79.05,54.02,82.6,63.2,-1.54,5.14,-1.7,2.75,79.58,37.26,61.44,60.51,34.69,12.92,27.27,19.07,38.3,33.5,29.7,36.8,31.7,29.2
79.88,53.65,82.52,63.81,-1.61,5.11,-1.68,2.5,74.28,32.43,58.95,58.61,33.21,11.16,26.27,18.52,39.2,31.6,28.1,36.7,29.3,27.5
79.82,53.32,81.45,64.96,-1.53,5.12,-1.45,2.2,67.57,27.19,53.25,41.29,30.2,9.41,23.8,13.78,37.3,30.1,27.6,35.2,28,26.5
78.55,52.89,78.85,65.03,-0.99,5.21,-0.79,2.36,60.3,19.66,50.63,34.02,28.22,7.32,23,11.86,37.4,27.6,27.3,34.9,25.5,25.7
75.91,53.51,72.2,59.55,0.02,5.21,1.12,4.41,52.2,28.16,46.27,34.24,25.19,10.15,21.93,12.7,44.7,27.6,25.5,35.3,24.6,24.1
72.21,53.89,61.79,55.81,1.09,5.31,3.74,5.31,45.16,30.52,42.7,42.83,22.1,11.17,20.03,15.89,62.1,26.5,,36.8,23.2,
69.34,53.45,57.37,55.48,2.13,5.35,5.03,5.67,42.81,31.56,43.73,48.24,21.71,12.55,20.82,18.06,65.2,28.9,26.1,35.4,23.9,23.3
66.24,54.64,54.05,53.95,2.96,5.35,5.91,6.11,43.88,33.18,43.42,46.76,21.89,12.47,21.2,18.09,59.5,28.7,27.2,34.9,23.3,23.9
64.08,55.01,53.2,54.35,3.45,5.32,6.05,5.91,45.34,33.67,45.99,50.19,22.89,12.92,22.22,19.21,56.8,31,28.7,35.7,23.9,24.8
64.35,55.25,59.26,57.35,3.37,5.4,4.33,5.3,48.2,34.77,48.7,52.63,24.05,12.45,23.5,18.71,53.2,31.2,31,36.4,25.6,25.6
66.61,55.69,64.16,58.13,2.5,5.36,3.14,5.22,52.24,34.95,53.76,51.87,25.72,12.35,24.76,17.72,62.5,33.6,32.7,40.1,29.1,28
69.6,56.33,67.85,58.96,1.73,5.3,2.38,5.14,59.36,35.92,60,48.31,28.81,12.48,27.03,16.25,46.7,39.4,35.6,38.9,34.8,31.1
70.89,56.22,69.64,59.13,1.42,5.26,1.93,4.99,61.55,28.65,62.16,43.96,29.71,10.44,27.99,14.84,47.7,40.1,35.2,40.5,35.7,32.3
70.97,55.45,69.8,58.23,1.2,5.24,1.64,4.95,58.8,27.94,59.09,44.21,28.34,10.09,26.59,14.7,51.7,39,33.3,41.9,35.2,30.9
71.18,54.74,69.83,58.32,0.85,5.24,1.31,4.5,58.32,32.57,58.9,43.44,28,11.15,26.32,14.33,48,42.9,33,39.8,39.3,30.5
71.54,54,70.7,57.52,0.49,5.27,0.84,4.57,59.75,34.28,58.97,50.27,27.95,11.86,26.05,16.25,51.5,43,33.8,41,39.4,31.6
71.23,53.08,70.71,57.14,0.37,5.2,0.62,4.35,59.81,33.8,59.05,45.21,27.71,11.67,26.5,14.95,50.6,41.9,32.8,40,39.4,31
