NAM 1 Hum BME280,NAM 1 Hum SHT30,NAM 2 Hum BME280,NAM 2 Hum SHT30,NAM 1 Temp BME280,NAM 1 Temp SHT30,NAM 2 Temp BME280,NAM 2 Temp SHT30,Luftdaten 1 PM10,Luftdaten 2 PM10,NAM 1 PM10,NAM 2 PM10,Luftdaten 1 PM2.5,Luftdaten 2 PM2.5,NAM 1 PM2.5,NAM 2 PM2.5,Reference 1 PM10,Reference 2 PM10,Reference 3 PM10,Reference 1 PM2.5,Reference 2 PM2.5,Reference 3 PM2.5
71.22,52.72,70.59,56.79,0.2,5.2,0.46,4.25,57.73,35.02,59.27,47.51,26.95,11.81,25.94,14.91,44.2,45.9,32.8,37.9,43.9,31.2
72.15,52.62,71.91,57.65,-0.12,5.18,0.08,3.8,61.19,35.06,60.48,49.49,28.42,11.98,26.51,16,43.1,42.3,32.4,38.4,40.7,31.2
72.49,52.44,72.09,58.06,-0.05,5.21,0.13,3.89,58.27,30.3,58.39,45.99,27.66,10.47,25.46,14.71,40.5,35.7,30.7,37.2,34.1,30
72.25,52.55,71.86,58.9,-0.02,5.15,0.17,3.49,55.97,26.53,54.72,33.47,26.68,8.98,24.42,11.15,38.5,33,31,36,31.5,28.9
72.69,52.5,72.62,58.97,-0.04,5.17,0.06,3.53,53.86,31,52.77,41.89,25.43,10.71,23.51,13.1,35.2,32,27.6,34,30.6,27
72.12,53.08,72.24,58.26,0.46,5.19,0.48,4.31,48.18,31.88,47.26,52.32,23.26,11.18,21.3,16.96,33.2,26.8,24.7,31.8,25.6,24.4
71.48,54.11,71.4,57.5,1.02,5.26,1.02,4.65,43.9,31.08,44.47,40.27,21.43,10.57,20.4,13.77,30.9,25.1,23.5,29.5,23.6,22.7
71.24,55.15,70.97,58.02,1.44,5.28,1.53,4.99,39.79,21.87,39.73,35.2,19.72,7.89,18.54,11.99,31.5,22.8,21.5,28.5,21.4,20.9
70.6,56.15,69.97,58.32,1.81,5.27,1.98,5.16,37.55,21.42,38.44,28.87,18.62,7.25,17.72,9.39,32,21.3,20.8,27.5,20.1,20.1
69.6,56.29,68.99,58.59,2.17,5.3,2.31,5.08,34.94,20.48,36.43,26.29,17.95,7.21,17.07,8.94,40.5,21.1,20.2,28.8,19.4,19.1
69.22,56.97,68.86,59.93,2.61,5.34,2.67,5.07,34.95,18.61,35.86,24.85,17.51,6.58,17.31,8.52,37.9,21,20.9,28.6,18.1,19.4
69.48,59.47,69.92,61.11,3.72,5.94,3.67,6.08,31.22,22.14,31.77,27.78,16.26,7.54,15.54,9.82,37.1,21.2,20.8,25.8,18.4,17.6
72.05,61.01,72.5,61.56,4.79,7.57,4.89,7.9,25.78,18.24,24.7,23.99,13.81,6.73,12.84,9.19,22.7,17.7,16.2,21.3,15.2,14.4
78.56,62.17,79.68,66.09,4.79,8.86,4.83,8.16,25.47,16.18,22.23,21.57,14.31,5.98,11.95,8.85,21.5,16.9,18.2,20.5,14.5,14.4
75.75,60.91,77.06,63.18,5.85,9.43,5.87,9.51,21.51,15.47,20.11,21.19,12.88,5.91,11.32,8.75,20.1,14.5,15.9,19.7,12.8,13.1
75.39,60.65,75.82,62.34,6.32,9.93,6.41,9.93,20.37,14.87,18.69,18.95,12.46,5.96,10.81,8.44,20.6,13.4,13.6,20,11.6,12.5
79.84,62.2,80.92,66.66,6.27,10.75,6.31,9.76,21.35,14.52,17.42,17.06,14.19,6.13,10.63,8.16,20.2,13.7,13.3,19.8,11.8,12.7
83.05,61.46,84.36,68.34,6.33,11.42,6.27,10.04,26.56,19.21,18.18,25.12,18.15,9.01,11.67,12.09,23.5,19.5,16.5,23.1,17.7,16
84.31,62.5,85.65,69.76,6.66,11.62,6.58,10.17,26.84,18.34,18.53,22.66,18.65,8.46,12.23,11.38,24.5,19.1,16.7,24.2,17.3,16
83.8,61.38,84.75,68.84,7.12,12.34,7.08,10.86,24.68,17.29,16.59,20.92,17.17,7.81,11.05,10.32,24.4,18.4,16,24.1,16.6,15.3
82.31,61.69,82.96,65.3,7.65,12.38,7.67,12.16,19.8,16.06,15.33,17.97,14.58,7.15,10.06,8.73,22.7,18.4,15.2,22.5,16.7,14.6
80.64,61.26,80.34,63.65,8.12,12.75,8.29,12.54,13.98,11.53,10.08,11.67,11.52,5.58,7.15,6.43,17.5,16.9,13.6,17.3,15.3,13.2
80.69,62.2,80.05,63.5,8.06,12.31,8.32,12.52,14.75,11.05,10.2,11.38,11.59,5.3,7.36,6.2,18.4,12.7,11.8,18.3,11.1,11.5
81.73,62.22,81.2,63.46,7.97,12.44,8.19,12.72,17.51,12.9,11.62,12.59,13.31,6.31,8.49,7.41,19.7,16.4,12.7,19.5,14.8,12.2
82.21,62.14,82.34,64.02,8.08,12.78,8.14,12.62,17.27,12.04,11.28,13.32,12.96,5.82,8.05,7.33,19.3,15.8,13,19.1,14.2,12.2
83.14,62.42,83.95,65.1,7.66,12.4,7.65,12.2,13.14,10.65,9.33,11.58,9.74,4.87,6.44,5.84,15.3,13.4,8.3,15.2,11.7,8
81.84,61.76,82.24,63,7.11,11.69,7.16,11.91,6.78,6.06,5.38,5.95,5.06,2.43,3.38,2.92,10.3,6.6,4.7,10.1,4.9,4.4
81.56,62.07,81.36,62.57,7.31,11.74,7.43,12.11,8.33,6.47,6.29,6.94,6.12,2.99,4.35,3.68,12.4,8,7.2,12.3,6.4,7.1
81.47,61.21,81.17,61.86,6.98,11.59,7.2,12.07,12.47,9.08,8.2,8.84,8.79,3.98,5.7,4.77,14.5,11.4,9.1,14.3,9.8,8.9
81.63,62.43,80.69,61.46,6.7,11.1,6.96,11.82,10.97,7.92,7.62,8.16,7.8,3.47,5.05,4.16,13.1,9.3,7.8,13,7.4,7.4
82.47,62.14,82.53,61.68,7.04,11.85,7.04,12.23,11.98,9.39,8.09,9.6,8.85,4.39,5.75,5.52,16.9,9.1,9.3,16.8,7.4,8.9
83.18,61.46,83.78,62.26,7.37,12.52,7.3,12.55,14.83,10.94,9.67,11.39,10.59,5.23,6.82,6.65,18.2,10.6,10.8,18.1,8.8,10.3
82.61,62,83.92,62.61,7.49,12.18,7.41,12.47,16,11.79,10.67,12.82,11.67,5.48,7.79,7.34,19.6,12.2,11.5,19.4,10.4,10.9
81.95,60.99,82.85,63.11,7.48,12.37,7.43,12.17,16.25,12.13,10.87,14.31,11.5,5.61,8.02,7.37,16.5,11.5,10.9,16.4,9.7,10.3
80.87,61.31,81.78,63.83,7.55,11.95,7.47,11.79,16.2,12.59,12.71,14.23,11.45,5.49,8.6,7.11,16.5,11.3,11.4,16.3,9.4,10.6
77.99,61.81,77.79,61.92,7.81,11.7,8.07,11.98,15.18,12.81,11.88,13.18,10.12,5.05,7.86,6.49,16.1,11.6,10.4,15.9,9.8,9.9
73.32,60.17,73.08,61.61,8.32,11.64,8.53,11.54,10.43,9.66,9.09,9.95,7.44,3.95,6.11,5.13,15.2,10.3,9.5,15,8.5,9
68.42,59.69,67.29,61.15,9.19,11.4,9.42,11.23,8.61,7.71,8.43,8.08,6.16,3.42,5.19,3.85,14.9,10.3,,14.4,8.5,
65.23,58.9,65.47,60.51,9.28,10.59,9.17,10.67,8.6,7.99,8.84,8.55,6.28,3.38,5.5,3.87,18,10.3,10.7,15.9,8.3,9.9
66.12,60.61,66.04,61.52,9.1,10.78,9.14,10.68,11.33,9.94,10.55,10.5,8.32,4.16,6.79,4.9,22.4,11.7,12.4,18.5,9.8,11.7
68.62,59.54,68.77,61.11,8.29,10.45,8.38,10.7,12.87,11.03,11.42,10.77,9.06,4.52,7.34,4.97,22.3,12.3,12.5,18.9,10.6,11.8
69.01,60.25,68.08,61.1,7.79,10.34,8.13,10.33,10.88,10.04,10.19,10.28,7.46,4.13,6.14,4.57,22,12,10.5,18,10.1,9.8
69.24,58.1,68,61.16,7.54,9.99,7.95,10.05,17.12,15.39,17.2,16.71,11.23,6.07,10.12,7.08,22.9,14.7,14.3,18.3,13,13.4
70.49,59.74,69.24,61.84,7.23,10.35,7.67,9.89,15.52,14.49,15.39,15.52,10.28,5.53,9.13,6.5,23,15.8,14.3,19.6,14.1,13.7
70.66,59.41,69.44,61.53,7.08,9.75,7.5,9.87,15.23,14.53,16.16,16.37,10.06,5.62,9.23,6.36,21.8,15,14.1,17.8,13.1,13.3
69.85,58.36,67.96,60.98,7.58,10.61,7.98,10.21,11.36,9.86,11.07,10.47,7.4,3.87,6.47,4.49,19.8,14,,17,11.9,
67.81,58.94,66.11,61.08,8.4,10.87,8.72,10.36,9.81,9.39,10.11,9.7,6.92,3.72,6.01,4.18,19.2,16.4,11.3,15.6,14.5,9.6
68.41,59.46,67.61,61.36,8.47,10.39,8.7,10.76,10.73,10.19,10.4,10.26,7.28,4.14,6.44,4.51,17.6,16.6,14.5,15.7,14.6,9.8
67.26,58.74,66.52,61.43,8.91,11.4,9.12,10.95,9.52,8.75,9.62,9.41,6.44,3.65,5.68,4.15,15.8,13.6,9.6,14.4,11.8,8.5
71.92,60.76,74.49,62.96,8.82,11.91,8.71,12.11,9.51,8.79,9.01,8.58,6.68,3.6,5.48,3.9,13.8,11,8.9,13.3,9.2,8.1
76.9,61.38,79.39,66.29,8.22,12.3,8.07,11.45,11.09,8.91,9.69,10.5,8.04,3.85,5.98,4.88,14.3,10.9,9.5,14.1,9.3,9.1
81.35,61.78,85.32,71.22,7.72,12.6,7.45,10.63,15.34,11.92,11.58,13.76,10.82,5.14,7.26,6.2,15.9,12.1,10.5,15.7,10.1,10
82.91,61.43,86.78,71.51,7.62,12.91,7.35,10.84,16.5,12.81,11.6,14.79,11.75,5.69,7.67,7,16.3,12.6,10.9,16,10.9,10.5
82.71,61.84,85.98,71.12,7.66,12.62,7.41,10.79,19.3,13.55,13.91,16.24,13.74,6.13,9.23,7.77,17.5,14.4,12.6,17.4,12.8,12.1
85.04,62.09,89.25,73.67,7.38,12.83,7.07,10.44,26.35,16.8,16.1,21.21,18.02,7.56,10.9,10.6,19.3,16.3,14.2,19.2,14.6,13.9
85.41,61.03,89.36,72.78,7.49,12.96,7.18,10.84,29.17,19.22,17.38,23.65,19.56,8.82,11.46,11.77,20.5,16.9,14.8,20.3,15.1,14.3
84.46,62.25,86.77,71.28,7.66,12.74,7.55,11.04,26.08,18.62,17.07,21.18,17.61,8.17,11.19,9.73,20.6,17.8,14.5,20.5,15.8,13.8
83.07,61.37,84.22,69.65,7.68,12.66,7.7,11.12,25.21,18.08,17.97,20.2,17.48,8.1,11.89,9.97,21.5,16.2,14,21.4,14.3,13.3
82.36,61.75,83.15,69.69,8,12.85,8.02,11.2,22.24,15.78,15.78,17.88,15.6,7.35,10.58,8.89,21,16.4,14.3,20.8,14.3,13.6
80,60.6,80.77,66.73,8.71,13.33,8.74,12.43,18.2,16.96,13.85,16.51,13.47,7.55,9.46,8.39,20.4,16.9,14.5,20.3,14,13
75.78,59.86,75.34,61.05,9.65,13.55,9.92,13.78,13.97,13.33,11.88,13.73,10.27,5.93,7.71,6.8,18.2,14.7,12.6,17.7,12.1,11.5
71.14,60.43,71.69,61.63,10.19,12.62,10.33,12.96,11.23,11.42,10.56,12.96,7.48,4.68,6.36,5.52,20.3,12.4,11.4,17.2,9.4,9.4
68.7,59.57,69.51,60.75,10.26,12.67,10.22,12.53,10.21,10.47,10.17,12.32,6.57,4.23,5.61,5.01,28.6,11.5,11.7,18.6,8.1,9.2
69.01,59.33,70.15,61.59,9.89,12.55,9.81,12.56,11.29,11.68,11.07,13.6,7.02,4.52,6.06,5.16,29.5,12.2,11.6,19.4,8.8,9.5
71.49,61.15,72.87,62.09,9.34,12.1,9.28,12.42,15.87,16.1,14.94,18.58,10.23,6.44,8.8,7.45,27.6,22.3,19.4,21.6,16.1,15.9
75.62,60.62,77.28,64.16,8.57,12.59,8.62,12.07,24.2,20.73,20.15,22.97,16.47,8.92,12.85,10.56,29.7,23.1,19.5,26,18.2,16.8
76.96,59.64,78.15,64.13,8.06,11.94,8.16,11.85,26.32,22.72,21.15,26.95,18.3,10.16,14.09,12.5,29.3,26.8,22.5,27.6,21.9,19.6
77.72,60.7,78.18,63.62,7.8,12.06,7.99,11.79,29.78,25.98,26.13,30.39,20.12,11.46,15.74,13.69,32.4,36.5,24.7,29.4,30.5,21.6
77.37,61,77.57,63.23,7.65,11.83,7.83,11.57,31.91,25.3,27.36,31.72,20.8,11.37,16.8,13.67,33.2,37.1,25,29.9,33,22.4
76.58,60.82,76.8,62.79,7.49,11.01,7.58,11.36,30.42,25.03,27.61,29.69,20.05,11.12,17.1,13.11,34.2,43,26.2,30.9,37.5,23.9
77.72,59.61,78.78,61.97,6.67,10.98,6.67,11.03,35.53,29.85,30.88,35.64,22.79,12.97,18.55,15.98,38,39.3,29,33.1,36,26.6
78.44,60.97,79.81,63.22,6.35,10.62,6.26,10.37,37.54,32.55,34.09,37.39,24.25,13.88,20.02,17.12,37.4,61.2,29.9,34,58.1,27.5
78.3,61.81,79.98,62.76,5.88,9.88,5.85,10.17,43.02,34.55,37.33,39.7,27.2,14.61,21.81,18.26,36.7,77.5,30.2,34.3,73.8,28.2
79.31,59.32,82.36,63.96,5.01,9.78,4.88,9.34,51.19,37.59,39.89,43.74,31.99,16.37,23.61,20.13,35.7,71.8,32.1,34.4,69,30.2
80.82,62.96,83.95,65.11,4.28,8.91,4.33,8.7,67.5,40.8,46.45,49.37,39.88,17.62,26.43,22.14,36.1,59.1,33,35.4,57,30.9
82.45,60.83,84.26,66.07,4.18,9.12,4.27,8.48,68.37,43.24,49.05,54.75,39.87,18.09,27.66,23.79,39.5,48,33.8,38.8,46.3,32.2
83.08,60.58,84.62,66.11,3.95,9.31,3.95,8.25,66.43,42.49,48.41,53.91,39.25,17.69,26.99,23.49,40,47.7,33.4,39.4,46.1,32
83.54,61.72,85.29,66.19,3.84,9.04,3.63,8.05,59.38,41.42,44.57,53.46,36.14,17.02,25.49,23.25,37.8,42.3,32.5,37.3,40.9,31.2
81.31,60.9,83.41,64.14,4.52,9.01,4.24,8.99,46.76,35.01,39.16,45.01,28.26,15.02,22.19,19.82,34.1,38.1,28.9,33.6,36.8,27.5
80.27,61.67,82.24,62.6,4.68,8.93,4.42,9.5,34.83,28.49,32.2,35.39,21.87,11.61,17.78,14.93,29,35.9,24.4,28.4,34.4,23.3
79.47,61.46,80.04,61.95,5.54,9.77,5.57,10.11,29.65,22.97,24.9,26.89,19.21,9.47,15.21,12.34,28.1,28.8,20.8,26.9,26.7,19.8
80.66,59.97,81.14,61.99,5.64,10.13,5.72,10.47,28.03,19.6,21.27,23.34,17.45,8.56,12.95,11.14,25.8,23.5,19.3,24.6,20.1,17.2
79.82,61.26,79.41,60.23,5.27,9.71,5.59,10.32,20.2,16.48,16.23,17.15,12.11,6.2,8.58,6.68,20.3,19.8,16.6,19,15.4,13.6
74.75,58.6,70.56,59.83,5.55,7.94,6.67,8.66,12.06,10.14,11.51,12.81,6.13,3.22,4.87,4.3,17.8,14.2,12.2,14.8,9.7,10
71.51,58.68,67.88,60.97,5.75,8.37,6.08,7.42,8.92,8.39,9.93,11.29,4.65,2.41,3.68,3.18,16.4,11.7,8.8,13.7,7.7,7.1
68.6,58.58,68.31,59.75,5.87,7.68,5.58,7.96,8.52,7.87,8.59,9.86,4.08,2.52,3.38,2.87,20.3,11.7,7.5,12.9,7.3,6.1
66.39,58.66,66.33,59.2,5.81,7.3,5.47,6.58,7.65,6.95,7.3,8.85,3.89,2.29,3.09,2.86,16.7,12.8,10.8,12.4,6.9,7.2
67.31,57.14,67.42,62.01,5.52,8.03,5.21,6.89,7.03,8.25,7.62,8.25,4.44,2.74,3.6,2.84,19.7,13.7,12.2,13,8.1,8.3
72.92,61.92,74.86,63.54,4.84,7.66,4.53,8.15,9.11,7.53,7.9,7.93,6.14,3.02,4.35,3.63,13.4,13.5,11.1,12.7,9.7,8.9
79.83,60.42,83.4,65.7,3.88,9.23,3.45,8.37,11.57,8.23,6.81,8.48,8.55,3.59,4.71,4.61,14,10.9,10.9,13.7,8.8,10
81.6,62.01,84.5,63.7,3.9,8.67,3.63,8.82,11.78,7.86,6.85,8.28,9.24,3.48,5.14,4.73,14.6,13.3,9.7,14.3,11.2,9.1
80.98,61.3,82.95,61.92,3.84,8.21,3.71,8.7,11.17,7.37,8.24,8.91,8.37,3.47,5.3,4.74,15.2,12,9.9,15,10.1,9.3
73.86,59.32,74.49,60.47,3.43,6.85,3.52,6.33,5.82,4.5,5.12,6.37,3.78,1.76,2.95,2.6,11.1,13.5,5.5,10.9,11.2,5.2
69.88,57.46,70.22,60.34,2.97,5.77,3.07,5.25,5.37,4.68,5.64,6.97,3.31,1.62,2.97,2.68,10.7,9.8,5.1,10.5,8.1,4.7
70.41,57.31,71.11,59.6,2.06,5.33,2.12,5.19,7.64,5.97,7.07,7.78,4.28,2.13,3.57,2.98,12.3,17.2,7.2,11.8,14.2,6.8
73.14,58.53,74.59,60.6,1.34,5.32,1.36,5.58,11.87,10.25,12.07,12.61,7.05,3.69,6.17,4.77,17.1,20.6,13.1,16,18.7,12.3
75.81,57.7,77.23,61.33,0.71,5.64,0.7,5.33,18.91,16,18.51,20.31,11.57,5.92,9.01,7.44,21.9,24.5,22.1,21,21.9,19.9
77.44,57.98,79.09,60.04,0.15,5.44,0.18,5.43,29.49,22.68,24.99,29.45,18.11,8.57,12.88,11.1,27.4,29.5,21.8,25.7,26.6,19.9
78.36,57.27,79.79,60.38,-0.27,5.44,-0.35,5.03,33.53,24.02,26.3,31.03,20.07,9.15,13.3,12.07,28.1,27.2,25.9,26.8,24.6,23.7
79.15,57.44,81.2,61.04,-0.68,5.29,-0.74,4.61,37.84,24.67,27.93,34.22,22.79,9.47,14.28,13.22,29.8,24.6,27.1,28.6,22.4,25.2
79.74,56.8,82.15,60.53,-0.73,5.28,-0.87,4.97,46.44,30.05,32.7,39.39,27.49,11.85,16.9,15.65,32.2,23.3,28.6,31.3,20.9,26.8
80.9,56.96,83.84,61.63,-1.24,5.21,-1.24,4.42,,29.57,33.71,41.72,,11.66,17.82,16.5,32.2,33.5,30.3,31.5,31.1,28.4
81.96,55.57,84.67,60.64,-1.58,5.2,-2.16,4.24,,30.47,35.11,43.85,,12.04,17.99,17.39,33.6,35.6,31,32.6,33.2,29.1
80.49,54.36,85.92,60.8,-1.84,5.21,-2.54,3.96,74.94,33.97,42.85,54.72,40.55,13.54,22.41,21.13,39.1,41.8,30.5,37.5,38.2,28.7
79.95,52.42,84.96,58.07,-2.3,5.17,-2.78,4.36,74,36.18,39.07,53.54,40.43,14.73,20.48,20.94,40.5,47.5,30.5,38.4,42.7,28.9
80.71,50,84.41,56.81,-3.1,5.13,-3.41,3.43,71.22,37.24,40.88,50.93,39.26,14.96,21.59,19.7,40.7,55.7,30.4,38.7,49.9,28.3
80.04,49.38,83.65,55.77,-2.68,5.2,-3.13,4.04,67.9,39.22,41.41,52.51,37.71,15.5,21.57,20.4,37.4,73.3,33.3,35.3,66.5,30.2
81.09,52.42,82.62,52.84,-1.54,5.21,-0.3,5.21,70.9,44.84,47.87,56.88,40.56,18.79,25.5,23.39,43.4,61.7,34.2,36.6,55,30.1
81.4,54.76,80.39,52.93,-0.77,5.25,1.47,5.87,70.26,44.26,49.47,54.62,41.05,19.55,27.05,24.59,51.2,47.6,35.6,36,42,31.1
80.09,56.93,68.02,50.13,0.49,5.28,6.09,8.25,54.81,37.76,43.53,50.53,33.8,18.06,24.03,24.55,40.6,32.8,22.2,29.3,29.1,20.1
79.17,58.27,63.11,48.39,0.63,5.26,5.99,8.48,63.23,42.6,49.65,56.67,36.47,20.56,27.49,28.7,33.1,24.9,34.9,26.1,22.1,30
80.58,58.67,64.51,54.52,0.38,5.22,4.51,5.91,54.98,37.79,42.73,48.04,32.59,17.27,23.76,23.41,44.4,19.8,37.5,40.9,17,33.7
78.51,58.17,68.46,59.76,0.79,5.26,2.47,5.67,34.54,24.46,25.06,26.66,21.54,10.22,14.33,12.69,37.2,20.4,25.1,33.5,15.9,21.9
78.01,57.36,72.03,60.44,0.23,5.22,0.56,5.16,,22.21,22.4,29.62,,8.87,12.43,11.88,29.1,28.9,23.3,26.6,23.2,20.1
79.06,56.68,74.97,60.27,-0.35,5.2,-0.31,5.09,,27.06,27.73,37.61,,10.54,14.73,14.82,29.5,34.6,26.4,27.5,31.1,23.2
81.03,57,77.89,60.16,-0.81,5.16,-0.87,4.96,,47.07,48.88,71.01,,19.32,27.39,29.03,40.8,52.6,36.3,39.4,49.8,32.9
83.13,57.28,80.59,61.02,-1.14,5.15,-1.28,4.57,,65.06,66.74,97.41,,26.67,36.86,39.76,56.2,46.4,48.2,55,44.4,45.7
83.88,57.39,82.63,61.48,-1.28,5.14,-1.51,4.34,,64.3,70.71,99.69,,25.63,37.68,38.59,50.4,39.2,44.2,49.3,37.7,42.1
83.96,57.39,84.1,62.04,-1.33,5.17,-1.76,3.9,,51.43,60.54,83.27,,20.26,31.93,32.12,44,33,37.5,43.1,31.8,35.8
85.1,57.99,85.54,62.97,-1.12,5.15,-1.5,4.09,78.76,51.31,58.38,83.82,37.95,19.63,30.57,31.36,39.6,29.4,32.6,39.1,28.2,31.8
85.33,59.26,85.58,63.22,-0.32,5.31,-0.57,4.64,,48.09,57.05,77.21,,18.69,29.34,29.79,36.2,27.6,28.4,35.8,26.6,27.8
85.14,59.22,85.44,63.74,0.28,5.86,0.13,5.54,66.53,48.79,54.07,72.93,32.89,18.16,27.94,27.57,33.1,25.1,26.3,32.9,23.8,25.9
84.49,58.62,85.28,61.39,0.57,6.26,0.45,6.09,56.84,36.41,46.1,59.57,29.13,13.96,23.78,23.92,30,23.2,24,29.9,22,23.7
84.32,58.65,84.82,60.41,0.76,6.25,0.67,6.33,53.64,36.18,42.43,54.52,26.81,14.02,22.04,21.28,29.2,22.4,23.1,28.9,20.9,22.6
84.23,59,84.73,60.89,0.91,6.58,0.8,6.86,52.82,34.94,38.44,52.26,26.34,13.53,20.56,20.48,28.5,21.8,22.9,28.2,20.3,22
83.95,58.76,84.37,60.67,1.05,6.37,0.89,6.05,,34.04,36.96,47.13,,13.49,20.41,19.75,27.8,20.9,22.6,27.6,19.4,21.5
84.12,59.28,84.37,60.85,1.13,6.72,1.05,6.7,,38.85,44.19,57.4,,15.12,23.53,23.33,29.8,24.1,25.1,29.3,22.7,24.2
84.28,59.63,84.52,62.51,1.07,6.44,0.97,6.28,,39.26,44.27,58.71,,15.87,24.37,24.11,32.9,25.1,25.7,32.3,23.6,25.1
84.69,59.12,85.14,62.09,0.22,5.94,0.13,5.57,,36.05,40.25,53.55,,14.62,22.76,22.31,31.7,27,23.9,30.6,25,23.3
83.21,58.75,84.03,61.38,0.14,5.23,0.13,5.47,,33.34,35.41,48.59,,13.37,19.95,19.64,32.5,28.3,23.6,30.7,25.7,22.7
81.09,58.59,81.88,59.67,0.35,5.22,0.36,5.21,44.08,31.16,34.17,42.63,24.5,12.75,19.25,17.86,34.1,27.5,24.5,31.7,24.6,23.3
77.85,57.24,78.18,58.53,0.69,5.24,0.59,5.13,,30.08,33.46,42.09,,12.27,19.02,17.42,37.4,31.4,26.3,33.6,27,24.2
74.12,56.32,73.8,56.74,1.22,5.27,1.27,5.17,,30.95,36.11,40.37,,12.62,20.1,17.09,44.3,29.6,28.1,35.5,26.6,26.1
70.67,55.45,64.41,54.71,1.63,5.27,3.45,5.35,37.39,31.88,34,41.85,21.33,13.24,19.25,17.86,44.9,28.9,28.1,35.4,25.8,25.3
68.49,55.27,60.21,55.28,2.26,5.29,4.13,5.47,34.21,28.66,33.27,37.07,20.26,11.36,18.19,15.27,45.7,29.5,27,34.9,25.8,23.7
67.48,56.56,59.3,57.37,2.95,5.38,4.83,5.33,33.72,28.04,33.03,38.77,20.26,11.43,18.14,15.58,45,30.2,27.2,34,25.5,23.5
67.64,57.42,62.94,58.53,3.01,5.39,3.84,5.26,33.43,28.56,31.61,36.12,19.83,11.71,17.99,15.31,42.6,31.6,26.8,33.9,26.9,23.5
71.22,58.24,68.74,60.19,2.1,5.26,2.46,5.2,36.76,31.03,34.45,38.58,21.84,13.02,19.12,16.51,42.6,39.9,28.5,35.2,33.4,24.9
73.55,59.3,72.38,60.77,1.86,5.49,2.13,6.54,37.98,30.19,35.41,40.51,22.35,12.77,19.41,17.01,45.4,54.5,28,36.9,44.3,25.2
74.78,59.19,75.23,60.1,0.71,5.55,0.59,5.16,42.83,34.52,40.1,47.1,24.59,14.4,21.95,19.01,42.5,77.5,30.6,36.3,63.8,27.1
76.73,58.06,78.7,61.55,-0.23,5.44,-0.69,5.12,96.27,43.7,53.85,60.14,53.81,17.71,29.26,24.04,46.7,95.8,32.2,39.4,84.9,29.2
78.26,58.51,80,61.17,-0.08,5.4,-0.25,5.4,,57.3,60.36,79.62,,23.72,33.36,31.47,54.1,93.3,35.8,43.7,83.9,32.8
80.92,58.7,81.48,60.48,0.33,5.94,0.24,6.08,,81.97,91.86,112.84,,32.13,46.82,43.37,57.9,83.5,55.7,52.6,75.1,50
81.08,58.9,80.98,60.92,1.04,6.39,0.99,6.13,102.28,76.45,84.65,102.43,55.08,30.59,43.64,39.94,56.6,75.2,52.7,54.1,70.9,49.1
80.49,57.84,81.16,60.75,1.29,6.26,1.09,6.15,125.45,96.6,114.48,123.66,68.75,37.64,58.27,47.33,50.6,66.3,42.8,49.2,63.5,40.2
80.37,58.57,82.02,60.85,1.47,6.47,1.15,6.79,128.23,100.99,115.26,132.21,70.92,39.65,59.04,51.07,56,57.8,47.9,55.3,56,45.2
82.3,60.83,83.26,61.48,1.67,6.96,1.61,7.12,132.48,97.5,108.29,127.48,71.93,40.17,55.75,50.93,63.7,58,53.5,62.8,56,50.6
84.98,61.39,84.88,61.78,2.31,8.03,2.19,8.21,127.41,,95.9,117.64,65.47,,49.91,47.18,58,46.9,50.3,57.1,43.6,46.6
85.28,61.19,85.02,62.9,2.82,7.82,2.75,8.01,89.79,,67.63,86.26,45.9,,36.37,36.11,44.9,30,37.7,44.2,27,33.4
83.58,61.65,83.8,62.53,2.95,7.95,2.92,8,58.57,,45.44,56.26,32.54,,26.4,25.38,33.8,25.4,31.1,33.4,22.2,27.1
83.09,61.66,83.27,62.34,2.99,7.54,2.98,7.72,43.8,,33.69,40.09,24.34,,19.32,18.75,27.4,18.5,24.5,27,16.9,22.2
82.67,61.57,82.93,63.8,3.15,7.73,3.11,7.55,35.86,,27.26,33.98,20.87,,16.35,16.2,22.9,16.3,16.8,22.6,14.8,16.2
84.17,61.78,84.44,64.06,3.18,7.99,3.09,8.02,39.67,,29.09,37.4,21.54,,16.48,16.72,22,16.6,16.4,21.9,15.2,16
85.29,61.58,85.6,64.85,3.32,8.85,3.25,8.19,43.27,,30.4,40.93,22.4,,16.59,17.61,22.2,17.7,15.8,22,16.3,15.5
84.44,62.75,85.02,64.23,3.68,8.42,3.66,8.48,35.66,24,26.22,33.33,20.8,10.03,15.48,15.62,21.7,15.8,14.6,21.6,14.3,14.1
82.72,61.62,83.17,62.64,4.02,8.67,4.07,8.82,28.68,22.22,20.71,27.15,18.49,9.95,13.43,13.65,21.3,13.7,13.7,21.1,12.3,13.3
82.37,62.03,83.09,63.63,4.11,8.59,4.02,8.5,28.39,20.03,20.29,27.64,17.63,9.09,13.04,13.66,20.5,15.4,12.9,20.3,13.9,12.5
81.68,62.25,83.04,64.2,4.01,8.3,3.82,8.16,28.93,21.98,21.44,28.89,17.78,9.3,13.76,14.16,21.4,17.2,15.5,21.3,15.7,15
81.85,61.75,83.43,63.87,3.74,8.05,3.58,8.08,30.41,22.1,22.35,30.53,18.4,9.46,13.81,14.75,22.4,15,14.5,22,13.5,14.2
