NAM 1 Hum,NAM 2 Hum,NAM 1 Temp,NAM 2 Temp,Luftdaten Hum,Luftdaten Temp,Luftdaten PM10,Luftdaten PM2.5,Reference PM10,Reference PM2.5
83.4,92.8,5.17,5.14,,,39.6870833333333,20.59125,27.8,26.9
83.03,92.4,5.2,5.15,,,28.5625,14.6370833333333,22.6,22
82.96,92.51,5.22,5.15,,,22.8020833333333,12.4583333333333,20.5,19.7
82.71,92.08,5.28,5.27,,,19.8704347826086,10.9452173913043,19,18.3
80.25,90.49,5.47,5.48,,,16.9458333333333,9.58875,18.6,17.8
77.6,89.1,5.99,5.76,,,13.5016666666666,7.26833333333333,17.3,16.3
76.45,88.13,6.28,6.07,,,9.42041666666666,5.43875,15.5,14.6
80.28,88.9,5.45,5.51,,,7.39999999999999,4.65166666666666,13.3,12.9
81.39,90.88,5.28,5.03,,,7.85041666666666,5.0025,12.9,12.8
82.05,91.92,5.65,5.33,,,8.345,5.33958333333333,14.1,14
79.92,90.36,5.56,5.38,,,8.1925,5.54541666666666,15,14.9
79.65,89.16,5.18,5.11,,,9.34333333333333,6.30208333333333,16.4,16.2
79.57,88.61,5.01,4.9,,,11.0960869565217,7.37652173913043,18.1,17.9
79.96,88.79,4.78,4.65,,,15.1526086956521,9.44086956521739,20.3,20.2
80.8,89.6,4.66,4.45,99.9,4,15.8458333333333,9.70916666666666,20.1,19.8
81.63,89.73,4.63,4.4,99.9,3.9,16.2304347826086,10.425652173913,20.3,20
82.16,90.2,4.64,4.37,,,18.93875,12.025,21.8,21.4
82.35,89.43,4.61,4.44,,,19.23625,11.77875,21.4,21
81.7,88.57,4.59,4.38,,,18.9534782608695,11.2669565217391,21.1,20.5
82.11,88.33,4.48,4.39,,,21.42,12.7320833333333,21.4,21.1
82.69,88.6,4.55,4.44,,,22.9620833333333,13.39875,22.4,22.2
82.37,87.89,4.51,4.46,,,21.2879166666666,12.89625,22,21.7
81.21,86.48,4.42,4.38,,,16.7195833333333,10.1604166666666,19.1,18.8
79.45,83.79,4.02,4.11,,,11.0187499999999,6.98416666666666,16.3,15.8
77.59,82.2,3.95,3.98,,,9.3075,5.98666666666666,17.3,16.2
77.74,82.84,3.89,3.76,,,9.71791666666666,6.15041666666666,17.9,17.1
81.89,85.87,3.13,3.08,,,11.5873913043478,7.27826086956521,18,17.8
85.6,89.73,2.49,2.3,,,11.6558333333333,7.32958333333333,16.9,16.7
86.62,90.36,2.68,2.6,,,14.0434782608695,8.55347826086956,18.3,18.1
84.87,89.85,3.2,3.05,99.9,3.1,14.9317391304347,9.49,19.3,19
81.11,86.63,3.76,3.59,99.9,3.32,17.6104166666666,11.97375,21,20.6
77.54,83.09,3.88,3.81,99.9,3.53,7.86272727272727,4.87727272727272,15,14.5
73.93,78.18,3.66,3.93,99.9,3.7,5.93565217391304,3.21217391304347,13.5,12.4
74.23,77.48,3.33,3.44,99.9,2.9,7.54652173913043,3.8491304347826,15.2,13.5
77.13,79.87,3.08,3.22,99.9,2.7,9.69916666666666,5.13916666666666,17.2,15.3
79.14,81.38,2.98,3.13,99.9,2.4,15.907,9.022,20.3,18.3
80.29,82.31,2.9,3.08,99.9,2.5,10.8983333333333,6.52166666666666,18.2,17
78.25,80.58,2.79,3.01,99.9,2.35,8.17874999999999,4.57041666666666,15.9,14.6
78.11,80.6,2.74,2.85,99.9,2.36,6.62125,3.57499999999999,14,13.1
76.74,79.35,2.51,2.61,99.9,2.23,5.80913043478261,3.16565217391304,11.8,11.3
76.15,78.37,2.24,2.34,99.9,2.14,6.50166666666666,2.88916666666666,11.8,11.1
76.74,79.16,2.21,2.31,99.9,2.07,7.2225,3.53583333333333,13.9,12.6
76.86,79.48,2.23,2.28,99.9,1.85,5.85304347826087,3.13608695652173,12.4,11.8
79.16,81.83,2.17,2.19,99.9,1.66,5.37125,3.195,10.8,10.6
79.97,82.02,2.13,2.3,99.9,1.8,5.23318181818181,3.36090909090909,10.9,10.8
79.49,81.52,2.2,2.34,99.9,1.97,5.01541666666666,3.26916666666666,10.6,10.5
78,80.28,2.29,2.42,99.9,2.04,8.1825,6.04166666666666,13.7,13.4
76.27,78.37,2.23,2.39,99.9,1.81,4.98782608695652,3.12565217391304,11.7,11
71.21,72.48,1.3,1.57,99.73,1.06,6.09826086956521,2.74608695652173,16.6,10.6
70.69,72.14,0.83,1.06,99.5,0.43,4.41,2.34958333333333,15.2,10.7
69.69,71.04,1.01,1.18,99.1,0.87,6.66291666666666,2.69166666666666,20.6,11.8
69.48,70.68,0.88,1.05,99.9,0.65,3.78375,1.81958333333333,19.3,10.9
67.6,69.14,1.01,1.1,95.7,1.2,5.63541666666666,2.97958333333333,20.6,12.4
67.75,69.77,1.16,1.21,98.38,1.03,6.46249999999999,3.21875,22.8,13.7
67.24,69.37,1.35,1.32,97.6,1.4,7.51416666666666,3.59708333333333,30.1,14.6
67.13,68.98,1.26,1.33,98.67,1.23,7.07083333333333,3.54833333333333,27.2,15
66.52,68.09,1.18,1.27,99.9,1.12,7.33833333333333,3.60125,27.7,15
66.94,68.17,0.97,1.14,99.2,0.93,6.1295652173913,3.29173913043478,21.6,13.6
67.17,68.19,0.78,0.93,97.3,1.05,7.28208333333333,3.77541666666666,21.3,13.8
66.99,68.94,0.84,0.88,97.73,0.83,9.51739130434782,4.37608695652173,32.9,16
67.77,69.4,0.65,0.75,,,9.42041666666666,4.74291666666666,25.5,15.6
67.16,68.94,0.54,0.62,99.6,-0.05,8.27045454545454,4.14727272727272,22.3,15
66.79,68.26,0.32,0.41,99.9,0.3,6.73291666666666,3.6975,27.5,15
66.86,68.97,0.3,0.33,97.43,0.13,8.31166666666666,4.1825,23.5,14.6
67.27,69.55,0.46,0.45,99.87,0.23,10.3120833333333,4.51458333333333,27.9,15.5
66.91,68.56,0.4,0.53,98.23,0.65,7.47583333333333,3.57083333333333,27.6,15.5
66.95,68.78,0.36,0.39,95.83,0.27,7.57083333333333,3.57625,34.5,16.7
66.8,68.72,0.2,0.25,99.59,-0.09,6.76,3.74041666666666,20.2,13.8
66.5,68.74,0.13,0.11,98.83,-0.09,4.67652173913043,2.62,17.6,11.5
66.15,67.97,-0.19,-0.15,99.85,-0.51,5.44125,2.91625,12.5,10.6
67.64,69.18,-0.29,-0.23,97.47,-0.77,5.67749999999999,3.30166666666666,13.8,12.1
68.08,69.61,-0.39,-0.37,99.9,-0.89,5.47565217391304,2.9195652173913,13.6,11.4
68.09,69.55,-0.33,-0.29,99.9,-0.8,5.72291666666666,3.10416666666666,15.1,12.2
68.08,70.46,-0.15,-0.25,99.18,-0.54,6.92826086956521,3.96695652173913,15.9,13.2
68.63,71.24,-0.05,-0.22,99.1,-0.38,6.2725,3.31833333333333,16.9,12.7
67.6,70.1,0.04,-0.1,98.35,-1.05,4.65782608695652,2.39304347826086,13.2,11
63.29,64.88,0.08,0.05,98.55,0.35,4.185,2.04583333333333,16.8,11.5
61.3,64.73,0.73,0.48,98.1,0.7,5.07304347826087,2.48434782608695,18.6,12.2
60.27,64.13,1.2,0.97,,,10.4170833333333,4.43625,41.2,18.7
60.33,63.94,1.43,1.09,99.9,1.4,11.6491304347826,4.5591304347826,49.3,22.1
60.02,63.44,1.46,1.22,85.9,1.1,8.03791666666666,4.37333333333333,48.7,21.3
60.69,63.37,0.97,0.64,97.3,0.7,8.63625,4.11708333333333,32.9,18.1
62.3,65.23,0.2,-0.04,99.9,-1,11.5479166666666,4.45958333333333,40.8,19.5
65.36,68.45,-0.67,-0.85,,,15.2826086956521,5.97521739130434,54.6,23.7
67.18,70.05,-0.83,-1,,,32.9925,12.1966666666666,60.1,32.3
66.86,69.82,-0.56,-0.76,99.9,-1.33,28.0320833333333,12.7870833333333,54.2,35.5
68.97,72.17,-1.08,-1.3,99.9,-1.7,28.6979166666666,12.1616666666666,47.8,37.2
70.1,73.38,-1.19,-1.41,99.9,-2.05,31.9208695652173,13.7352173913043,43.6,35.4
70.92,74.33,-1.24,-1.52,99.9,-2.03,35.96,15.4245833333333,48.5,39.4
71.07,74.3,-0.88,-1.22,99.7,-1,29.0070833333333,13.7470833333333,39.5,34
70.46,73.8,-0.21,-0.62,98.98,-0.56,28.9275,13.85125,37.6,32.8
70.78,73.73,0.09,-0.17,99.38,-0.48,31.6334782608695,14.9878260869565,33.6,31.6
70.74,73.74,0.45,0.16,99.49,0.11,32.7366666666666,15.6516666666666,33.9,32.4
71.87,74.97,0.23,-0.02,99.9,-0.17,33.1791666666666,16.1320833333333,33.3,32.6
72.13,75.07,0.32,0.08,99.87,-0.22,35.3579166666666,16.8870833333333,33.2,32.5
71.34,73.77,0.48,0.28,99.9,0.04,31.4721739130434,14.7739130434782,31.1,30.2
70.59,72.61,0.68,0.48,99.58,0.3,30.8154166666666,13.60625,34.2,30
70.73,72.37,0.81,0.7,99.35,0.65,25.0795833333333,11.8929166666666,31,27.3
70.81,72.15,0.93,0.89,99.9,0.8,27.9943478260869,13.2465217391304,36.5,31.1
69.62,70.49,1.15,1.13,,,34.5308333333333,15.4966666666666,50.1,34.9
67.01,67.52,1.73,1.63,99.3,1.6,35.1591666666666,16.0454166666666,49,35.5
63.96,63.24,2.3,2.2,,,37.53375,16.9120833333333,51.1,37.3
57.56,56.46,3.19,3.07,92.2,3.15,37.9352173913043,16.5321739130434,54.3,37.4
55.15,53.16,3.67,3.58,,,40.8625,17.63375,56.8,39.2
51.16,49.78,4.03,4.03,,,41.0283333333333,16.9308333333333,62.6,38.5
43.27,41.71,4.9,5.03,,,31.5227272727272,13.385909090909,46.9,31.1
36.95,36.99,5.64,5.71,66.05,5.45,30.0252173913043,12.2460869565217,58.6,31.8
35.93,36.58,5.91,5.94,62.7,5.1,27.7954166666666,11.195,52.2,29.7
34.61,35.65,6.29,6.27,70.7,5.9,23.7121739130434,10.0460869565217,47.7,27
32.86,33.68,6.83,6.79,64.6,6.2,23.3933333333333,10.1108333333333,55.8,27.8
34.19,34.89,6.94,6.95,59.57,6.3,24.44625,11.0179166666666,51.7,30.6
36.01,37.18,6.82,6.74,73.97,6.27,28.4091666666666,11.60125,53.6,31.4
36.46,37.6,6.82,6.72,63.74,6.01,25.6783333333333,11.1941666666666,46.5,29.2
37.63,39.08,6.46,6.23,69.67,5.87,20.2804166666666,9.10083333333333,39.5,26.1
38.55,39.56,6.42,6.29,69.41,5.44,20.2366666666666,9.51142857142857,36.7,26
39.61,40.97,6.23,5.99,71.43,5.23,19.5452173913043,9.15304347826087,26.5,23.7
38.08,39.34,6.38,6.19,67.6,5.39,16.4229166666666,7.41666666666666,26.1,20.8
39.85,40.79,6.09,6,77.08,5.23,14.77375,6.86583333333333,22.3,20.1
40.93,41.81,5.92,5.83,72.08,4.8,12.9365217391304,6.08391304347826,19.3,18.2
40.55,40.78,5.94,6.02,68.4,5.17,10.7116666666666,4.92916666666666,22.6,16.8
41.14,39.38,5.97,6.49,68.98,5.45,10.41625,4.04916666666666,35.8,16.3
43.25,41.86,5.98,6.35,77.79,5.26,10.1565217391304,4.10826086956521,35.4,16.8
46.55,45.88,5.69,5.97,67.2,7.4,10.0758333333333,4.42333333333333,29.3,16.5
60.81,63.97,4.4,4.33,90.3,4.7,8.71625,3.98375,18.4,15.2
73.54,78.05,3.81,3.58,99.9,2.7,12.6183333333333,5.7775,17.1,16.1
71.3,74.36,4.84,4.61,99.65,5.1,13.3679166666666,6.42749999999999,18.9,17.9
72.17,75.24,5.63,5.48,99.9,4.88,16.2122727272727,8.16954545454545,19.8,19.3
73.18,75.73,6.06,5.92,99.9,5.8,13.538947368421,6.5878947368421,16.9,16.4
73.58,75.54,6.56,6.45,99.9,6.5,9.45523809523809,3.96809523809523,13.1,12.8
71.57,72.04,6.86,7,99.35,6.55,9.42583333333333,3.23083333333333,11.8,11.4
70.85,71.31,6.91,7.05,99.9,6.15,10.9008695652173,3.26347826086956,11.9,11.5
70.56,70.54,6.58,6.86,99.9,6.17,10.5469565217391,2.98739130434782,11.6,11
70.67,70.32,6.59,6.89,99.9,6,10.7871428571428,3.22428571428571,12.5,11.6
69.68,69.64,6.66,6.85,99.9,5.9,12.5578260869565,3.05608695652173,13.1,11.6
69.2,69.39,6.43,6.58,98.9,5.5,13.685,3.3125,15.2,12.4
68.61,68.81,6.18,6.28,99.9,5.6,13.2908333333333,3.58083333333333,19.1,13.5
65.35,65.55,5.48,5.62,99.9,4.3,8.73291666666666,2.5475,14.6,10.8
69.22,69.21,4.91,5.14,99.9,4,9.31875,2.50041666666666,11.7,10.3
73.25,73.64,4.33,4.51,99.9,3.28,11.8279166666666,3.47041666666666,12.8,11.8
74.18,74.23,3.9,4.09,99.9,2.97,21.9172727272727,9.42590909090909,26.8,25.3
76.43,77.34,3.36,3.48,99.9,2.13,14.4195833333333,4.69125,15.5,14.4
78.8,81.15,2.53,2.54,99.9,1.25,20.0390909090909,7.69090909090909,18.5,17.8
81.25,83.4,2.25,2.31,99.9,1.3,22.7566666666666,8.68904761904761,18.3,18
81.76,84.41,1.78,1.82,99.9,0.75,22.2427272727272,9.10636363636363,18.6,18.2
83.37,86.23,1.3,1.43,99.9,0.72,25.69625,10.9395833333333,19.9,19.3
84.65,87.35,1.71,1.67,99.9,1.24,24.0004166666666,11.4233333333333,21.4,21.1
83.96,86.32,2.13,1.97,99.9,2,23.4160869565217,11.3982608695652,21.3,21
82.82,85.01,2.59,2.35,99.9,2.3,25.2679166666666,11.65,22.4,21.8
81.23,84.17,3.07,2.57,99.9,2.2,24.4720833333333,10.63125,22.5,22
79.91,83.25,3.36,2.7,99.9,2.2,24,10.06,24.8,23.8
78,81.12,3.46,2.86,99.9,2.32,18.7383333333333,8.3375,22.1,21.4
73.21,75.14,3.65,3.04,99.9,2.8,16.7647826086956,8.23391304347826,24,22.9
73.27,75.57,3.02,2.67,99.9,2.28,29.8229166666666,15.3175,28.6,27.3
74.22,75.9,2.83,2.63,99.87,1.9,31.7,15.7665217391304,29.2,27.6
74.25,76.07,2.79,2.55,99.87,1.97,27.5279166666666,12.7433333333333,27.7,26.4
74.03,75.49,2.7,2.54,99.9,1.5,25.8070833333333,10.9333333333333,28.8,26.7
73.94,75.14,2.43,2.36,99.9,1.83,20.10125,10.11,25.6,24.6
74.7,76.42,2.62,2.48,99.9,2,21.625,10.055,26.1,24.6
75.56,76.85,2.67,2.63,99.9,2.37,22.7954166666666,10.1375,25.4,24.2
75.52,76.79,2.79,2.72,99.9,2.68,23.2113636363636,10.0577272727272,24.9,23.6
74.78,76.52,3,2.75,99.9,2.18,26.3,11.482,28.1,26.7
74.66,76.35,2.91,2.7,99.9,2.07,23.0782608695652,10.5917391304347,29,27.4
74.88,76.67,2.7,2.47,99.9,1.81,20.4264,9.9376,28.3,26.8
73.84,75.39,2.6,2.41,99.9,2.03,19.6675,8.69875,23.5,22.8
74.14,75.92,2.63,2.41,99.9,1.89,21.6391304347826,9.46521739130434,23.5,22.9
74.57,76.34,2.57,2.4,99.86,1.65,25.76,10.575,25.3,24.7
75.07,77.08,2.39,2.2,99.9,1.43,23.275,10.3554166666666,26.7,26.1
76.6,78.37,1.81,1.68,99.9,0.76,27.0962499999999,12.1,28.8,27.7
79.12,80.83,1.08,1.01,99.9,0.2,31.0091304347826,13.3178260869565,30.4,28.9
80.86,83.02,0.92,0.83,99.9,0.25,31.8779166666666,13.2470833333333,30.7,28.7
81.24,82.61,0.76,0.79,99.9,0.4,32.3483333333333,12.7279166666666,30.4,27.5
78.01,78.86,1,1.09,99.9,0.1,31.2778260869565,12.8839130434782,30.2,28.4
75.54,75.13,1.75,2.1,,,30.7233333333333,12.8704166666666,33.5,30.4
71.21,67.91,2.77,3.56,,,25.9969565217391,11.2326086956521,49.1,38.6
66.23,61.96,4.02,4.65,98.35,4.7,23.0708333333333,9.61,42.6,28.9
61.9,58.34,4.68,5.11,95,3.9,25.93,11.0865217391304,37.5,28
59.65,57.33,4.73,4.92,74.8,4.15,25.3349999999999,10.9991666666666,36.9,28.2
59.68,57.78,4.04,4.33,97.65,2.95,28.5973913043478,12.1865217391304,40.5,30.1
61.01,58.88,3.19,3.7,97.33,3.2,33.86,14.1975,43.6,33.4
59.6,56.42,2.87,3.58,99.9,2.8,33.8858333333333,13.8891666666666,41.5,33.3
58.81,54.66,2.54,3.49,,,33.9029166666666,14.1958333333333,44.6,34.2
57.79,52.42,2.15,3.32,93.6,2.3,34.0841666666666,14.1833333333333,53.1,36.2
53.93,48.15,2.49,3.54,93.93,2.23,44.2952173913043,18.7634782608695,56.9,42.7
53.28,45.3,2.21,3.71,83.4,2.9,51.2895833333333,22.4170833333333,62.1,48.4
53.26,49.36,1.77,2.3,89.25,2.5,49.23,20.985,60.2,46.6
60.91,59.14,0.06,-0.01,80.56,2.4,45.7731818181818,19.9763636363636,53.6,43.7
63.68,62.72,-0.87,-0.82,77.68,2.13,43.3329166666666,18.5508333333333,62.6,44.8
65.54,65.45,-1.26,-1.19,80.69,1.04,50.6526086956521,19.5795652173913,83.2,49.9
67.86,67.78,-1.91,-1.92,88.33,0.26,53.5321739130434,22.1986956521739,66.6,50.5
69.54,70.1,-2.11,-2.5,85.95,0.47,55.78,23.33875,51.6,48.4
71.23,71.49,-2.26,-2.82,87.21,0.38,59.5221739130434,23.2591304347826,50.9,48.3
71.05,71.5,-2.41,-2.89,86.9,0.47,57.57,23.1979166666666,56.5,48.7
71.43,71.86,-2.53,-3,85.25,0.43,54.3366666666666,21.5554166666666,61.2,47.3
68.68,69.25,-1.23,-1.25,94.6,1.15,45.79,18.5029166666666,59.1,43.1
63.15,63.45,0.69,0.78,,,44.5699999999999,18.3221739130434,64.7,45.8
64.38,64.08,1.15,1.33,,,43.63625,18.17875,61.1,43.5
69.32,67.71,1.14,1.83,78.5,4.9,43.1104166666666,19.9333333333333,56.8,46.6
79.05,80.21,0.49,0.41,99.9,0.67,40.87,16.8852173913043,34.7,31.9
81.85,83.26,0.99,0.99,,,41.7941666666666,17.125,31.2,29.5
81.83,82.76,1.31,1.31,99.9,1.3,55.7075,22.75875,38.4,35.9
80.57,83.45,2.35,2.08,,,60.1826086956521,24.0582608695652,39.9,36.9
79.54,82.47,3.04,2.79,99.9,2.95,49.8204347826086,21.335652173913,37.6,34.2
76.58,77.3,3.18,3.26,,,39.3139130434782,17.8430434782608,37.3,33
74.79,74.75,2.57,2.82,99.9,1.97,45.3534782608695,21.1086956521739,45.9,40.2
73.94,73.87,2.14,2.44,99.9,1.52,53.3969565217391,25.0743478260869,53.3,47.2
74.27,74.32,2.73,2.85,,,51.7386363636363,23.2086363636363,52.3,44.7
74.3,74.01,3.51,3.72,99.05,4.3,35.6308333333333,17.5408333333333,40.5,35.5
73.35,72.88,4.19,4.41,99.9,4.08,40.66,20.10125,45.2,39.6
75.13,78.02,4.57,4.51,99.74,4.2,36.1134782608695,17.9473913043478,33.2,32.2
77.07,80.52,4.76,4.66,99.9,4.96,25.7991666666666,13.0758333333333,26.3,25.6
77.14,79.1,5.05,4.99,99.9,4.83,27.2339130434782,14.0547826086956,27,26.4
81.89,84,5.03,4.92,99.9,4.56,28.68375,15.5875,26.9,26.4
86.9,88.64,4.86,4.78,99.9,4.28,31.9320833333333,17.8245833333333,27.7,27.3
86.57,88.59,5.22,5.07,99.9,4.48,33.2595833333333,18.43125,26.8,26.6
88.09,89.57,5.42,5.26,99.9,4.69,34.7904166666666,20.45,26.7,26.5
87.66,90.07,5.76,5.62,99.9,4.7,21.5295833333333,13.2804166666666,20.6,20.5
86.53,88.91,5.91,5.74,99.9,5.06,16.9554166666666,11.0941666666666,16.4,16.3
84.68,85.38,5.53,5.59,99.9,5,7.17166666666666,4.28625,11,10.9
79.46,79.59,4.78,4.9,99.9,4,6.82458333333333,1.83875,8.6,8.6
76.46,76.56,4.48,4.55,99.9,3.7,8.6875,2.215,9.5,9.2
76.44,76.05,4.76,4.86,99.9,5.2,9.55875,2.52083333333333,10.4,10.1
74.6,72.97,5.07,5.47,99.9,4.9,13.2617391304347,3.46391304347826,13.1,12.4
73.31,70.72,5.36,5.95,98.53,6.05,15.2066666666666,4.35458333333333,14.7,13.7
71.87,72.2,5.74,5.67,99.38,4.88,15.2970833333333,4.20166666666666,16.5,15
72.66,73.21,5.44,5.49,99.9,4.8,12.8237499999999,3.82041666666666,17.1,15.2
71.61,72.06,5.35,5.39,99.9,5,14.32625,3.89208333333333,16.1,14.6
71.94,72.11,5.23,5.35,99.9,4.8,12.9879166666666,3.85833333333333,16.4,15
73.41,74.15,5.07,5.18,99.9,4.5,10.0904347826086,4.0591304347826,15.5,14.8
77.52,78.12,4.54,4.63,99.8,3.88,10.8582608695652,5.75695652173913,17.3,17.1
85.63,86.93,3.19,3.15,99.9,2.5,9.795,5.37958333333333,15.3,15.2
81.61,83.76,2.77,2.72,99.9,2.1,3.8495652173913,1.65043478260869,8.3,8.2
79.54,81.19,2.48,2.41,99.9,1.9,4.25416666666666,1.7175,8.6,8.5
79.81,82.01,2.51,2.37,99.9,1.58,7.39458333333333,2.57916666666666,9.8,9.7
79.41,81.24,2.69,2.62,99.9,2.2,9.42458333333333,2.89666666666666,10.6,10.4
76.24,78.72,2.96,2.9,99.9,2.38,8.37541666666666,2.62208333333333,10.4,10.2
74.17,75.26,3.11,3.24,99.81,2.61,7.66916666666666,2.19208333333333,9.7,9.4
74.26,74.94,2.82,2.98,99.9,2.28,8.53791666666666,2.16,9.4,9.1
76.37,76.8,2.13,2.3,99.9,1.29,8.58304347826086,2.25782608695652,9.1,8.9
76.74,77.61,1.85,1.91,99.9,0.91,6.88125,1.91833333333333,8.7,8.6
75.83,76.49,1.94,2.09,99.87,1.2,6.25708333333333,1.67541666666666,8.1,8
75.91,76.5,1.58,1.73,99.9,0.8,4.85833333333333,1.4175,7.8,7.6
75.38,75.92,1.42,1.56,99.9,0.46,5.87333333333333,1.36541666666666,7.6,7.4
75.29,75.94,1.19,1.28,99.9,0.12,4.875,1.35166666666666,7.5,7.3
73.38,74.28,1.11,1.25,99.9,0.16,5.27416666666666,1.40249999999999,7.9,7.6
69.91,68.45,1.64,2.6,93.9,6.75,4.76833333333333,1.565,9.7,8.3
66.15,58.8,2.2,5.04,63.35,9.58,5.06869565217391,1.84,9.9,8.6
64.17,55.11,2.73,5.85,92.5,3.8,6.96458333333333,2.17625,17.5,9.7
62.12,54.38,3.3,5.76,90.55,3.53,9.11541666666666,2.2125,33.9,11.4
60.97,57.54,3.44,4.2,95.05,3.65,8.86869565217391,2.35086956521739,34.8,12.4
62.75,61.31,3.26,3.61,99.02,3.32,9.4675,2.84,29.5,12.9
63.63,63.5,3.09,3.17,98.6,2.95,12.9145833333333,3.76916666666666,34.8,14.7
65.92,65.92,2.6,2.7,98.1,2.06,11.5,4.08749999999999,18.4,13.7
68.43,69.05,2.39,2.37,98.05,1.7,13.9254166666666,4.68625,16.2,14.2
70.4,71.94,1.52,1.51,99.9,0.02,14.5704166666666,5.35,17,16
72.99,74.91,0.65,0.66,99.38,-0.23,20.7268181818181,7.75954545454545,20.6,19.9
75.69,78.2,-0.24,-0.19,99.9,-0.92,23.8026086956521,9.40608695652173,24.6,23.4
78.7,80.79,-0.95,-0.61,99.9,-1.37,31.2837499999999,13.065,29.7,28.8
80.41,81.9,-1.15,-0.89,99.9,-1.57,34.4758333333333,14.1104166666666,30.9,30.2
81.13,83.03,-1.29,-1.04,99.9,-1.63,40.9245833333333,16.6179166666666,34.1,33.1
83.1,84.85,-1.33,-1.66,99.9,-2.31,43.2866666666666,19.0374999999999,35.9,35.1
82.2,86.54,-1.53,-1.93,99.9,-2.13,45.9854166666666,19.53125,36.2,35.6
82.75,86.41,-1.1,-1.47,99.9,-1.33,40.3454166666666,17.3541666666666,33,32.7
82.97,86.02,-0.6,-0.82,99.9,-0.96,40.1060869565217,16.9252173913043,33.2,32.9
82.66,85.65,-0.29,-0.55,99.9,-0.95,35.6860869565217,15.1826086956521,30.3,29.9
82.06,85.3,-0.03,-0.35,99.9,-0.57,32.205,13.410909090909,28.4,27.7
81.41,84.01,0.21,-0.03,99.9,-0.34,32.7304166666666,13.6975,26.8,26.4
80.72,83.12,0.48,0.23,99.9,-0.09,35.93125,13.6958333333333,26,25.4
80.26,82.82,0.88,0.55,99.9,0.17,35.9208695652173,13.5743478260869,26.4,25.6
78.88,81.09,1.65,1.15,99.9,0.83,31.9433333333333,12.5383333333333,26.7,25.6
76.44,78.64,2.21,1.73,99.9,1.58,27.1734782608695,10.9930434782608,26.2,25.3
78.98,81.57,2.12,1.92,99.9,1.8,29.1637499999999,12.32,27.2,26.4
76.66,78.67,2.55,2.46,99.9,2.16,31.1225,12.9925,31.7,29.8
77.34,78.75,2.65,2.64,99.9,2.48,33.1921739130434,14.9165217391304,32.5,30.9
78.27,79.24,2.72,2.76,99.9,2.3,38.8239130434782,18.7060869565217,36.7,35.1
79.69,80.93,2.7,2.68,99.9,2.25,44.5358333333333,21.8808333333333,38.4,37.5
81.39,82.87,2.6,2.56,,,48.411304347826,24.7360869565217,39.6,39.1
82.03,84.69,2.56,2.36,99.9,2.12,50.12125,24.9920833333333,40.3,39.7
81.67,84.21,2.63,2.45,99.9,2.9,48.4258333333333,24.15625,39.7,38.8
81.42,83.74,2.63,2.48,99.9,2.5,49.03625,24.8349999999999,39.8,39
81.53,83.87,2.59,2.43,99.9,2.3,49.8234782608695,24.2647826086956,39.1,38.4
82.56,85.21,2.4,2.27,99.9,2.37,53.1041666666666,25.8204166666666,39.3,38.6
82.58,85.42,2.54,2.28,99.9,2.33,52.2791666666666,25.8591666666666,39.7,38.8
81.71,85.06,2.78,2.37,99.9,2.1,53.1517391304347,26.2404347826086,38.8,38.2
81.83,85.13,2.69,2.38,99.9,2.35,50.0666666666666,24.4270833333333,36.9,36.5
81.71,84.83,2.68,2.35,99.9,2.19,47.2624999999999,23.2104166666666,36.6,36.2
81.41,84.18,2.61,2.29,99.9,2,48.611304347826,23.9547826086956,38,37.7
80.79,83.07,2.57,2.31,99.9,1.83,45.71875,22.0191666666666,36.1,35.9
80.2,82.42,2.63,2.32,99.9,2,45.6991304347826,21.3739130434782,37.9,37
79.62,82.15,2.61,2.27,99.9,2.09,49.97,22.6845833333333,41.5,39.6
79.41,81.21,2.46,2.29,99.9,1.93,51.6791304347826,22.7,43.3,41.6
77.9,78.78,2.36,2.28,,,47.055,20.0816666666666,42.2,40.2
75.29,75.29,2.47,2.37,99.9,2.2,41.9504347826086,17.0573913043478,39.9,37.4
71.95,71.67,2.98,2.73,99.9,3.5,36.3541666666666,13.8175,45.9,34.8
67.45,62.75,3.6,5.35,90.2,9.9,29.9673913043478,11.0365217391304,67.8,33.2
64.28,55.5,3.42,5.43,89.45,4.8,26.5654166666666,9.77,82.6,33
61.37,58.59,3.8,4.02,85.6,3.95,24.0829166666666,9.15541666666666,75.6,31.9
62.19,62.1,3.43,3.13,,,27.7160869565217,11.3539130434782,60.9,32.3
63.35,63.75,3.12,2.84,99.9,2.5,30.2520833333333,12.9654166666666,61.2,34.9
64.77,65.41,2.7,2.6,87.9,2.4,35.9668181818181,15.2713636363636,60.7,38.7
65.12,65.96,2.57,2.44,89.63,2.37,36.7504545454545,16.2677272727272,64.8,39.9
65.26,65.99,2.67,2.54,99.9,2.1,36.2654166666666,16.0679166666666,55.5,39.1
65.67,66.73,2.51,2.35,99.9,2.15,40.3578260869565,17.3391304347826,57.3,40.7
66.75,68.6,2.28,2.04,98.13,2.13,45.0043478260869,18.7895652173913,62.6,44.8
67.75,69.87,2.19,1.92,97.8,1.78,48.8666666666666,21.3891666666666,62.4,47.3
68.41,70.74,2.16,1.88,99.18,1.82,54.8404545454545,24.63,59.4,50.8
69.19,71.36,2.05,1.83,97.94,1.5,62.8004166666666,28.7295833333333,58.8,53.9
